28a2
-94.249102,39.025534,1005 Ne Coronado Dr.; Blue Springs 1005 Ne Coronado Dr.; Blue Springs; Tesla Super Charging Station; 1005 NE Coronado Dr; Blue Springs; Missouri 64014; USA; (833) 466-2474; Access: 24 Hours Daily; EV Network: IONNA; EV Connector Types:; ? CCS; ? Tesla J3400; Number of DC Fast EVSE ports: 10; Date Opened: 2025-04-29; Date Last Confirmed: 2025-10-10; Updated At: 2025-10-10 Tesla Super Charging Station,(833) 466-2474,1005 NE Coronado Dr,Blue Springs,Missouri,64014,USA
-86.116677,30.720702,10Th Street - Tesla Supercharger 10Th Street - Tesla Supercharger; Tesla Super Charging Station; Corner of Baldwin Ave. & 10th Street; De Funiak Springs; Florida 32435; USA; (877) 798-3752; Access: 24 Hours Daily. Please Check Tesla's Online Station Map To See If An Adapter Is Required At This Location.; EV Network: Tesla Supercharger; EV Connector Types:; ? Tesla J3400; Number of DC Fast EVSE ports: 5; Date Opened: 2019-03-01; Date Last Confirmed: 2024-07-01; Updated At: 2025-05-06 Tesla Super Charging Station,(877) 798-3752,Corner of Baldwin Ave. & 10th Street,De Funiak Springs,Florida,32435,USA
-99.071288,29.724049,1102 Cypress St 1102 Cypress St; Tesla Super Charging Station; 1102 Cypress St; Bandera; Texas 78003; USA; (800) 636-0986; EV Network: ChargeLab; EV Connector Types:; ? CCS; ? Tesla J3400; Number of DC Fast EVSE ports: 2; Date Opened: 2025-05-29; Date Last Confirmed: 2025-07-21; Updated At: 2025-07-21 Tesla Super Charging Station,(800) 636-0986,1102 Cypress St,Bandera,Texas,78003,USA
-109.840655,32.264182,1190 W Rex Allen Dr; Willcox 1190 W Rex Allen Dr; Willcox; Tesla Super Charging Station; 1190 W Rex Allen Dr.; Wilcox; Arizona 85643; USA; (833) 466-2474; Access: 24 Hours Daily; EV Network: IONNA; EV Connector Types:; ? CCS; ? Tesla J3400; Number of DC Fast EVSE ports: 10; Date Opened: 2025-04-21; Date Last Confirmed: 2025-10-10; Updated At: 2025-10-10 Tesla Super Charging Station,(833) 466-2474,1190 W Rex Allen Dr.,Wilcox,Arizona,85643,USA
-77.108063,42.170757,125 Victory Hwy - Tesla Supercharger 125 Victory Hwy - Tesla Supercharger; Tesla Super Charging Station; 125 Victory Hwy; Painted Post; New York 14870; USA; (877) 798-3752; Access: 24 Hours Daily. Please Check Tesla's Online Station Map To See If An Adapter Is Required At This Location.; EV Network: Tesla Supercharger; EV Connector Types:; ? Tesla J3400; Number of DC Fast EVSE ports: 10; Date Opened: 2018-07-23; Date Last Confirmed: 2024-07-01; Updated At: 2025-05-06 Tesla Super Charging Station,(877) 798-3752,125 Victory Hwy,Painted Post,New York,14870,USA
-106.780282,34.641638,1304 S Main St.; Belen 1304 S Main St.; Belen; Tesla Super Charging Station; 1304 S Main; Belen; New Mexico 87002; USA; (833) 466-2474; Access: 24 Hours Daily; EV Network: IONNA; EV Connector Types:; ? CCS; ? Tesla J3400; Number of DC Fast EVSE ports: 10; Date Opened: 2025-09-27; Date Last Confirmed: 2025-10-10; Updated At: 2025-10-10 Tesla Super Charging Station,(833) 466-2474,1304 S Main,Belen,New Mexico,87002,USA
-112.646501,38.292689,1360 300 W; Beaver 1360 300 W; Beaver; Tesla Super Charging Station; 1360 300 W; Beaver; Utah 84713; USA; (833) 466-2474; Access: 24 Hours Daily; EV Network: IONNA; EV Connector Types:; ? CCS; ? Tesla J3400; Number of DC Fast EVSE ports: 8; Date Opened: 2025-09-18; Date Last Confirmed: 2025-10-10; Updated At: 2025-10-10 Tesla Super Charging Station,(833) 466-2474,1360 300 W,Beaver,Utah,84713,USA
-80.334713,36.077846,145 Jonestown Rd; Winston-Salem 145 Jonestown Rd; Winston-Salem; Tesla Super Charging Station; 145 Jonestown Rd; Winston-Salem; North Carolina 27104; USA; (833) 466-2474; Access: 24 Hours Daily; EV Network: IONNA; EV Connector Types:; ? CCS; ? Tesla J3400; Number of DC Fast EVSE ports: 12; Date Opened: 2025-08-22; Date Last Confirmed: 2025-10-10; Updated At: 2025-10-10 Tesla Super Charging Station,(833) 466-2474,145 Jonestown Rd,Winston-Salem,North Carolina,27104,USA
-83.71992,39.895071,1751 Titus Rd; Springfield 1751 Titus Rd; Springfield; Tesla Super Charging Station; 1751 Titus Rd; Springfield; Ohio 45502; USA; (833) 466-2474; Access: 24 Hours Daily; EV Network: IONNA; EV Connector Types:; ? CCS; ? Tesla J3400; Number of DC Fast EVSE ports: 10; Date Opened: 2025-04-17; Date Last Confirmed: 2025-10-10; Updated At: 2025-10-10 Tesla Super Charging Station,(833) 466-2474,1751 Titus Rd,Springfield,Ohio,45502,USA
-87.685634,42.05036,1800 Maple Self Park Garage - Tesla Supercharger 1800 Maple Self Park Garage - Tesla Supercharger; Tesla Super Charging Station; 1800 Maple Avenue; Evanston; Illinois 60201; USA; (877) 798-3752; Facility Type: Shopping Center; Access: 24 Hours Daily. Please Check Tesla's Online Station Map To See If An Adapter Is Required At This Location.; EV Network: Tesla Supercharger; EV Connector Types:; ? Tesla J3400; Number of DC Fast EVSE ports: 12; Credit Cards Accepted:; ? American Express; ? Debit; ? Discover; ? MasterCard; ? Visa; Date Opened: 2022-02-04; Date Last Confirmed: 2024-07-01; Updated At: 2025-02-12 Tesla Super Charging Station,(877) 798-3752,1800 Maple Avenue,Evanston,Illinois,60201,USA
